Correct	Ground truth	Prediction	Confidence	Text
1	comment	comment	0.93	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] the most recent latin american leader deposed by the us was nor ##ieg ##a , not exactly a social democrat , in panama in 1989 . [ e ##os ] 20 years after we dropped nuclear bombs on japan , the japanese were selling us dat ##sun ##s and sony ##s . [ e ##os ] 20 years after we fire ##bo ##mbe ##d germany , west germany was import ##ing guest workers . [ e ##os ] when are the demo ##cr ##acies in latin america going to get their acts together ? [ e ##os ] what incentive do they have to do so ? [ e ##os ] [SEP] [SEP] [PAD] [PAD]
1	comment	comment	0.62	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ kurt - not a campaign of substantive ideas ? [ e ##os ] long trump speeches full of them , all un ##re ##port ##ed by $ mention $ [ e ##os ] [SEP] [PAD] [PAD]"
0	support	comment	0.61	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ so multiple doctors do not count but only hillary ' s do ? [ e ##os ] do you even understand her conditions ? [ e ##os ] $ ur ##l $ [ e ##os ] [SEP] [PAD] [PAD]"
1	comment	comment	0.72	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ go on line and put "" old ny mayor who lost his marble ##s and went full - scale w ##ha ##ck ##ado ##o "" and you ' ll find rudy ' s pic . [ e ##os ] [SEP] [PAD] [PAD]"
0	deny	comment	0.52	[CLS] secret service tells info ##war ##s : hillary seriously ill ; needs special accommodations tune in 4 ##pm - 6 ##pm cs ##t $ ur ##l $ $ hash ##tag $ $ hash ##tag $ [ e ##os ] secret service tells info ##war ##s : hillary seriously ill ; needs special accommodations tune in 4 ##pm - 6 ##pm cs ##t $ ur ##l $ $ hash ##tag $ $ hash ##tag $ [ e ##os ] [SEP] $ mention $ $ mention $ the trolls , alex is bad he lies , he ' s nuts , tin foil , etc . [ e ##os ] and yet here you are kicking a dead dog ? [ e ##os ] who ' s crazy ? [ e ##os ] [SEP] [PAD] [PAD]
1	comment	comment	0.62	"[CLS] . $ mention $ i demand you re ##tra ##ct the lie that people in $ hash ##tag $ were shouting "" kill the police "" , local reporting has ref ##uted your ugly racism [ e ##os ] . $ mention $ i demand you re ##tra ##ct the lie that people in $ hash ##tag $ were shouting "" kill the police "" , local reporting has ref ##uted your ugly racism [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ no police in sight , and dem ##nst ##r ##x ##ns are peaceful . [ e ##os ] deserves some attention . [ e ##os ] pp ##le getting organized ! [ e ##os ] now ch ##rge ##s [ e ##os ] [SEP] [PAD] [PAD]"
1	comment	comment	0.76	[CLS] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] [SEP] buy ke ##lp pills . [ e ##os ] they have the io ##dine you need . [ e ##os ] $ ur ##l $ ; qi ##d = 153 ##29 ##7 ##70 ##66 & amp ; sr = 8 - 2 & amp ; key ##words = ka ##l + ke ##lp one a day is enough . [ e ##os ] that must be why restaurants switched to sea salt . [ e ##os ] [SEP] [PAD]
1	comment	comment	0.68	[CLS] canadian soldier who was shot at $ hash ##tag $ ' s war memorial is a res ##er ##vis ##t serving with the argyll and sutherland highlanders in $ hash ##tag $ , on ##t . [ e ##os ] $ mention $ $ mention $ at the time i posted cp ##l ci ##rill ##o was alive . [ e ##os ] unfortunately we know now he passed away . [ e ##os ] i , as many , am heart ##broken . [ e ##os ] [SEP] $ mention $ $ mention $ it is so incredibly sad . [ e ##os ] i have a son named nathan around the same age . [ e ##os ] my heart goes out to his family . [ e ##os ] [SEP] [PAD]
1	comment	comment	0.75	[CLS] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] [SEP] remember the flu ##ori ##des in our water replaces what io ##dine we have making it completely useless . [ e ##os ] good sources of io ##dine are lu ##gol ' s solution ( which is ionic and elemental io ##dine ) and sea ##weed . [ e ##os ] the ladder varies greatly depending on where it was farm ##ed so it ' s best to go with the concentrated stuff . [ e ##os ] [SEP]
1	comment	comment	0.76	"[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] immigration law violations are crimes too . [ e ##os ] so , no , they are * not * less criminal ##ly oriented than their u . s . born peers . [ e ##os ] every single illegal immigrant is a de facto criminal by virtue of breaking u . s . immigration laws . [ e ##os ] that ' s a 100 % law - breaking record . [ e ##os ] [SEP] om ##g , hardcore civil in ##fra ##ctions ! [ e ##os ] also , "" criminal ##ly oriented "" is one of the si ##llie ##r phrases i ve seen lately . [ e ##os ] [SEP]"
0	query	comment	0.52	[CLS] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ is this the same gun ##man being chased through parliament at this hour ? [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD]
1	comment	comment	0.71	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ well , mission accomplished , republican rat ##fk ##ng works again . [ e ##os ] hillary health injected into mainstream news , without a blush . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD]"
1	comment	comment	0.67	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ they are de ##per ##ate and why do nt you read the ny ##t article trump is 650 million in debt ##t to china and goldman sachs [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD]"
0	support	comment	0.69	[CLS] secret service tells info ##war ##s : hillary seriously ill ; needs special accommodations tune in 4 ##pm - 6 ##pm cs ##t $ ur ##l $ $ hash ##tag $ $ hash ##tag $ [ e ##os ] secret service tells info ##war ##s : hillary seriously ill ; needs special accommodations tune in 4 ##pm - 6 ##pm cs ##t $ ur ##l $ $ hash ##tag $ $ hash ##tag $ [ e ##os ] [SEP] $ mention $ $ mention $ hopefully they will confirm what we doc ##s have strongly suspected for a long time now . [ e ##os ] organic brain d ##z . & [ e ##os ] amp ; dementia [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD]
0	query	comment	0.63	[CLS] german news : co - pilot of german ##wing ##s airbus was muslim convert … ’ hero of islamic state ’ ? [ e ##os ] $ ur ##l $ via $ mention $ [ e ##os ] i knew it . [ e ##os ] i knew it . [ e ##os ] i knew it . [ e ##os ] i just knew it ! [ e ##os ] $ mention $ $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ following the story to the daily mail link , and no mention of being a muslim is made in that story . [ e ##os ] su ##pp ##osition ? [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD]
0	query	comment	0.58	"[CLS] . $ mention $ i demand you re ##tra ##ct the lie that people in $ hash ##tag $ were shouting "" kill the police "" , local reporting has ref ##uted your ugly racism [ e ##os ] $ mention $ $ mention $ $ mention $ $ mention $ people who were there have said it did not happen . [ e ##os ] videos playing this morning show no such thing . [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ $ mention $ people on twitter ? [ e ##os ] forgive me i need more than that . [ e ##os ] their track record is not good . [ e ##os ] [SEP] [PAD] [PAD] [PAD] [PAD]"
1	comment	comment	0.82	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] the problem with your theory is that it assumes illegal immigration solve ##s the inherent problem . [ e ##os ] it does not , as evident by the lack of socio - economic reforms in the countries most illegal immigrants originate from . [ e ##os ] this lack of progress ob ##lite ##rates your argument . [ e ##os ] [SEP] i mean , lack of socio - economic reforms is probably a reason they ' re leaving . . however , my post was about christianity . [ e ##os ] literally the sermon on the mount . [ e ##os ] [SEP] [PAD] [PAD] [PAD]
1	comment	comment	0.65	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] [ deleted ] [ e ##os ] [SEP] there ' s many causes to every situation , but the leasing cause of the violence in mexico is the american demand for drugs . [ e ##os ] the war on drugs costs lives both here and abroad and is a total and complete failure . [ e ##os ] unless the actual goal is to stop black people from voting and trick good people into voting for moral monsters , in which case the was on drugs is going great . [ e ##os ] edit : see comment below . [ e ##os ] [SEP] [PAD] [PAD] [PAD]
1	comment	comment	0.71	"[CLS] de ##bu ##nk this : flu ##ori ##de declared ne ##uro ##to ##xin , causing an ad ##hd and d ##ys ##le ##xia pan ##de ##mic in millions of children worldwide [ e ##os ] the title "" flu ##ori ##de officially classified as a ne ##uro ##to ##xin in world ’ s most prestigious medical journal "" is exceptionally silly . [ e ##os ] just being published in the lance ##t does not con ##fer any official status on anything ; the same journal later published [ criticism ] ( $ ur ##l $ ) of that same paper . [ e ##os ] [SEP] the lance ##t is also the journal that published the wakefield paper . [ e ##os ] [SEP] [PAD] [PAD] [PAD]"
0	support	comment	0.81	[CLS] the latest $ mention $ on $ hash ##tag $ shooting ##s . [ e ##os ] gun ##man killed inside parliament , soldier shot at war memorial . [ e ##os ] $ ur ##l $ $ hash ##tag $ [ e ##os ] $ mention $ $ mention $ $ mention $ like i said before . . . i do not believe what i read on internet or t ##wee ##ter or f ##b . . . l ##ma ##o ; ) [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ one par ##ele ##nt guard was killed today , two wounded . [ e ##os ] attack was from 2 gunmen [ e ##os ] [SEP] [PAD] [PAD] [PAD]
1	comment	comment	0.60	[CLS] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ please contact c ##jad amanda k ##line ( 51 ##4 ) 207 - 217 ##3 [ e ##os ] [SEP] [PAD] [PAD] [PAD]
0	support	comment	0.67	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ bs there is something wrong with her , to be so diminished to trade your integrity for a criminal , you ' re not trusted [ e ##os ] [SEP] [PAD] [PAD] [PAD]"
0	deny	comment	0.77	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ se ##lt ##zer - went on line and read about clinton ' s illness not one to be played with and explains some of clinton ' s behavior [ e ##os ] [SEP] [PAD] [PAD] [PAD]"
0	support	comment	0.58	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ just talking about this bs gives it credibility . [ e ##os ] you ' re better than that $ mention $ stop rec ##iting trump ##s bs [ e ##os ] [SEP] [PAD] [PAD] [PAD]"
1	comment	comment	0.72	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ then google gi ##ulia ##ni there ' s proof he suffers from prostate problems , eric ##tile di ##sf ##un ##ction and alzheimer ##s its online ! ! [ e ##os ] [SEP] [PAD] [PAD] [PAD]"
1	comment	comment	0.52	[CLS] canadian soldier who was shot at $ hash ##tag $ ' s war memorial is a res ##er ##vis ##t serving with the argyll and sutherland highlanders in $ hash ##tag $ , on ##t . [ e ##os ] canadian soldier who was shot at $ hash ##tag $ ' s war memorial is a res ##er ##vis ##t serving with the argyll and sutherland highlanders in $ hash ##tag $ , on ##t . [ e ##os ] [SEP] “ $ mention $ : canadian soldier shot at $ hash ##tag $ ' s war memorial is a res ##er ##vis ##t serving w / argyll and sutherland highlanders in $ hash ##tag $ , on ##t . ” [ e ##os ] [SEP] [PAD] [PAD]
0	comment	query	0.56	[CLS] very tense situation in ottawa this morning . [ e ##os ] multiple gun shots fired outside of our caucus room . [ e ##os ] i am safe and in lock ##down . [ e ##os ] unbelievable . [ e ##os ] very tense situation in ottawa this morning . [ e ##os ] multiple gun shots fired outside of our caucus room . [ e ##os ] i am safe and in lock ##down . [ e ##os ] unbelievable . [ e ##os ] [SEP] $ mention $ hi mark - could you follow me so i can message you ? [ e ##os ] glad you ' re ok . [ e ##os ] many thanks [ e ##os ] [SEP] [PAD] [PAD]
0	support	comment	0.62	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] . $ mention $ your job as press is to write / publish the truth , not send pp ##l into fever swamps to dec ##ip ##her it from fake conspiracy theories [ e ##os ] [SEP] [PAD] [PAD]"
1	comment	comment	0.70	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ healthy people do not fall 4 times , need stool ##s , pillows , hand ##rail ##s and constant medical supervision . [ e ##os ] and prism glasses [ e ##os ] [SEP] [PAD] [PAD]"
0	comment	query	0.37	[CLS] german news : co - pilot of german ##wing ##s airbus was muslim convert … ’ hero of islamic state ’ ? [ e ##os ] $ ur ##l $ via $ mention $ [ e ##os ] not shocked . [ e ##os ] mt $ mention $ german news : co - pilot of german ##wing ##s airbus was muslim convert ’ hero of islamic state ’ ? [ e ##os ] $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ this is what happens when society shu ##ns religion . [ e ##os ] islam is filling a void ! ! [ e ##os ] $ hash ##tag $ [ e ##os ] [SEP] [PAD] [PAD]
0	deny	comment	0.71	"[CLS] . $ mention $ i demand you re ##tra ##ct the lie that people in $ hash ##tag $ were shouting "" kill the police "" , local reporting has ref ##uted your ugly racism [ e ##os ] . $ mention $ i demand you re ##tra ##ct the lie that people in $ hash ##tag $ were shouting "" kill the police "" , local reporting has ref ##uted your ugly racism [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ yes re ##tra ##ct the lie , do not try and cover it up . [ e ##os ] issue a re ##tra ##ction admit error & amp ; show journalist ##ic integrity [ e ##os ] [SEP] [PAD] [PAD]"
0	comment	query	0.50	"[CLS] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] has anyone who claims we are def ##icient in io ##dine bothered to get a blood test ? [ e ##os ] we can argue day and night about what grocery stores should be selling and what we should be supplement ##ing our diet ##s with but does anyone here have a real io ##dine deficiency ? [ e ##os ] [SEP] i feel like "" io ##dine deficiency "" is way over ##play ##ed . [ e ##os ] and what about our ancestors that did nt have much access to io ##dine ? [ e ##os ] [SEP] [PAD]"
1	comment	comment	0.64	[CLS] io ##dine increases iq and is an essential part of the human diet , yet is absent from almost all salts today . [ e ##os ] yeah , but if you want io ##di ##zed salt , you buy the one that says io ##di ##zed salt on the lab ##le . [ e ##os ] it ' s right next to the other salt . [ e ##os ] it ' s not hard at all . [ e ##os ] [SEP] i know it ' s not hard . [ e ##os ] the point is that most people are une ##du ##cated to its importance and it ' s not the go - to product for them . [ e ##os ] [SEP] [PAD]
1	comment	comment	0.74	[CLS] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] face facts : immigrants commit fewer crimes than u . s . - born peers [ e ##os ] [SEP] moving the goal posts . [ e ##os ] the issue at hand is people coming here illegally , period . [ e ##os ] democratic leadership has also expressed a desire for secure borders . [ e ##os ] this is n ’ t a partisan issue . [ e ##os ] $ ur ##l $ just as an aside , they did n ’ t link the study they cited , and the study is ridiculous ##ly small in scope . [ e ##os ] [SEP] [PAD]
1	comment	comment	0.67	[CLS] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] $ mention $ this is a form of terrorism - our soldiers should be the safe ##st on our own soil [ e ##os ] [SEP] $ mention $ $ mention $ um , no . [ e ##os ] our soldiers ' job is to keep us safe . [ e ##os ] i respect them , but let ' s not forget they are the means , not the end . [ e ##os ] [SEP] [PAD]
1	comment	comment	0.52	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ when ' s the last time you reported on an idea or policy from trump speech , unless you could sl ##ander it ? [ e ##os ] [SEP] [PAD]"
1	comment	comment	0.71	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ healthy or sick , she ' s still s crook with the worst solutions . [ e ##os ] greed & amp ; failure person ##ified . [ e ##os ] [SEP] [PAD]"
1	comment	comment	0.60	[CLS] secret service tells info ##war ##s : hillary seriously ill ; needs special accommodations tune in 4 ##pm - 6 ##pm cs ##t $ ur ##l $ $ hash ##tag $ $ hash ##tag $ [ e ##os ] secret service tells info ##war ##s : hillary seriously ill ; needs special accommodations tune in 4 ##pm - 6 ##pm cs ##t $ ur ##l $ $ hash ##tag $ $ hash ##tag $ [ e ##os ] [SEP] $ mention $ $ mention $ . . . hey , another day in the $ hash ##tag $ matrix morning to u $ hash ##tag $ ; $ hash ##tag $ was just picking on u again : $ hash ##tag $ [ e ##os ] [SEP] [PAD]
0	support	comment	0.40	[CLS] german news : co - pilot of german ##wing ##s airbus was muslim convert … ’ hero of islamic state ’ ? [ e ##os ] $ ur ##l $ via $ mention $ [ e ##os ] not shocked . [ e ##os ] mt $ mention $ german news : co - pilot of german ##wing ##s airbus was muslim convert ’ hero of islamic state ’ ? [ e ##os ] $ ur ##l $ [ e ##os ] [SEP] $ mention $ i ' m not shocked . [ e ##os ] seemed like terrorism to me yet right away they tried to rule out terrorism . [ e ##os ] always ready to cover it up . [ e ##os ] [SEP] [PAD]
1	comment	comment	0.67	[CLS] police have named the cop who shot michael brown . [ e ##os ] $ mention $ ' s latest report from $ hash ##tag $ : $ ur ##l $ $ ur ##l $ [ e ##os ] police have named the cop who shot michael brown . [ e ##os ] $ mention $ ' s latest report from $ hash ##tag $ : $ ur ##l $ $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ fox news exposed the lies . [ e ##os ] the guy was wanted for strong arm robbery . [ e ##os ] all of the race bait ##ers need to be locked up [ e ##os ] [SEP] [PAD]
1	comment	comment	0.56	[CLS] take a break from bash ##ing cheney and water ##boarding . [ e ##os ] possible isis terrorist attack ongoing in sydney . [ e ##os ] $ ur ##l $ [ e ##os ] $ mention $ if it is a terrorist attack then that water ##boarding did not do much good . [ e ##os ] i though it was justified co ##s it would prevent attacks . [ e ##os ] [SEP] $ mention $ $ mention $ because obama stopped it 6 years ago . [ e ##os ] get it ? [ e ##os ] i can explain it to you . [ e ##os ] ca not make understand it . [ e ##os ] [UNK] [UNK] [ e ##os ] [SEP]
1	comment	comment	0.49	[CLS] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] [SEP] $ mention $ very frightening ! [ e ##os ] i hope the soldier is ok and they catch the lunatic who did this [ e ##os ] [SEP]
1	comment	comment	0.69	[CLS] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] $ mention $ $ mention $ was not there an attack in quebec earlier this week ? [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ yes , in saint - jean - sur - rich ##eli ##eu . [ e ##os ] one rc ##mp died . [ e ##os ] careful , might have nothing to do with terrorism ! [ e ##os ] [SEP] [PAD] [PAD] [PAD]
0	query	comment	0.54	[CLS] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] at the war memorial in . [ e ##os ] ottawa . [ e ##os ] a soldier has been shot . [ e ##os ] they are giving him treatment now . [ e ##os ] $ hash ##tag $ $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ was not there an attack in quebec earlier this week ? [ e ##os ] [SEP] [PAD] [PAD] [PAD]
1	comment	comment	0.87	[CLS] anyone who knows marina joyce personally knows she has a serious drug addiction . [ e ##os ] she needs help , but in the form of rehab $ hash ##tag $ [ e ##os ] anyone who knows marina joyce personally knows she has a serious drug addiction . [ e ##os ] she needs help , but in the form of rehab $ hash ##tag $ [ e ##os ] [SEP] $ mention $ of all people . [ e ##os ] you are the last person who needs to be talking about her . [ e ##os ] know your place . [ e ##os ] you deserve to be in jail . [ e ##os ] [SEP] [PAD] [PAD] [PAD]
1	comment	comment	0.71	[CLS] police have named the cop who shot michael brown . [ e ##os ] $ mention $ ' s latest report from $ hash ##tag $ : $ ur ##l $ $ ur ##l $ [ e ##os ] police have named the cop who shot michael brown . [ e ##os ] $ mention $ ' s latest report from $ hash ##tag $ : $ ur ##l $ $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ stop giving blacks free press and let the police do their job . [ e ##os ] we need a president a top cop that uphold the law [ e ##os ] [SEP] [PAD] [PAD] [PAD]
0	query	comment	0.55	[CLS] canadian soldier who was shot at $ hash ##tag $ ' s war memorial is a res ##er ##vis ##t serving with the argyll and sutherland highlanders in $ hash ##tag $ , on ##t . [ e ##os ] $ mention $ $ mention $ $ mention $ leslie on global just retracted th ##t ! [ e ##os ] soldier is still alive ! [ e ##os ] jason kenny t ##wt misunderstanding of some sort [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ $ mention $ $ mention $ why are we paying attention to anything ken ##ney has to say ? is he the deputy pm ? [ e ##os ] [SEP] [PAD] [PAD]
1	comment	comment	0.63	[CLS] the latest $ mention $ on $ hash ##tag $ shooting ##s . [ e ##os ] gun ##man killed inside parliament , soldier shot at war memorial . [ e ##os ] $ ur ##l $ $ hash ##tag $ [ e ##os ] the latest $ mention $ on $ hash ##tag $ shooting ##s . [ e ##os ] gun ##man killed inside parliament , soldier shot at war memorial . [ e ##os ] $ ur ##l $ $ hash ##tag $ [ e ##os ] [SEP] $ mention $ $ mention $ glad the shooter is dead . [ e ##os ] praying for our security personnel praying for canada now . [ e ##os ] [SEP] [PAD] [PAD]
1	comment	comment	0.76	"[CLS] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] "" go online & amp ; put down ' hillary clinton illness , ' "" rudy says . [ e ##os ] yes - - but look up the truth - - not health sm ##ears $ ur ##l $ [ e ##os ] [SEP] $ mention $ $ mention $ $ mention $ . nasty rudy first wife was his cousin . [ e ##os ] he has dealt with serious illness [ e ##os ] [SEP] [PAD] [PAD]"
0	query	comment	0.64	[CLS] secret service tells info ##war ##s : hillary seriously ill ; needs special accommodations tune in 4 ##pm - 6 ##pm cs ##t $ ur ##l $ $ hash ##tag $ $ hash ##tag $ [ e ##os ] secret service tells info ##war ##s : hillary seriously ill ; needs special accommodations tune in 4 ##pm - 6 ##pm cs ##t $ ur ##l $ $ hash ##tag $ $ hash ##tag $ [ e ##os ] [SEP] $ mention $ $ mention $ does it matter ? [ e ##os ] she s already won the election . [ e ##os ] unfortunately . [ e ##os ] she s a weak candidate trump weaker [ e ##os ] [SEP] [PAD] [PAD]
1	comment	comment	0.77	[CLS] anyone who knows marina joyce personally knows she has a serious drug addiction . [ e ##os ] she needs help , but in the form of rehab $ hash ##tag $ [ e ##os ] $ mention $ you re totally right . [ e ##os ] what a db ##ag . [ e ##os ] also thought i should mention that your hair in your pro picture ? [ e ##os ] [UNK] [UNK] [UNK] [UNK] fa ##bo ! [ e ##os ] i m en ##vious ! [ e ##os ] [SEP] $ mention $ thank you ! [ e ##os ] your hair looks gorgeous , i ' m jealous of you ! [ e ##os ] [SEP] [PAD] [PAD]
0	support	comment	0.42	[CLS] german news : co - pilot of german ##wing ##s airbus was muslim convert … ’ hero of islamic state ’ ? [ e ##os ] $ ur ##l $ via $ mention $ [ e ##os ] german news : co - pilot of german ##wing ##s airbus was muslim convert … ’ hero of islamic state ’ ? [ e ##os ] $ ur ##l $ via $ mention $ [ e ##os ] [SEP] i knew it . [ e ##os ] i knew it . [ e ##os ] i knew it . [ e ##os ] i just knew it ! [ e ##os ] $ mention $ $ ur ##l $ [ e ##os ] [SEP] [PAD] [PAD]
